region_iso,date,population
CH-GR,2021-02-13,198379
CH-GR,2021-02-23,198379
CH-GR,2021-02-12,198379
CH-GR,2021-02-24,198379
CH-JU,2021-02-23,73419
CH-JU,2021-02-24,73419
CH-JU,2021-02-06,73419
CH-JU,2021-02-13,73419
CH-JU,2021-02-14,73419
CH-JU,2021-02-20,73419
CH-JU,2021-02-12,73419
CH-LU,2021-02-23,409557
CH-LU,2021-02-06,409557
CH-LU,2021-02-12,409557
CH-LU,2021-02-20,409557
CH-LU,2021-02-13,409557
CH-LU,2021-02-14,409557
CH-LU,2021-02-24,409557
CH-NE,2021-02-12,176850
CH-NE,2021-02-06,176850
CH-NE,2021-02-24,176850
CH-NE,2021-02-23,176850
CH-NE,2021-02-13,176850
CH-NE,2021-02-14,176850
CH-NE,2021-02-20,176850
CH-NW,2021-02-13,43223
CH-NW,2021-02-23,43223
CH-NW,2021-02-20,43223
CH-NW,2021-02-12,43223
CH-NW,2021-02-24,43223
CH-NW,2021-02-06,43223
CH-NW,2021-02-14,43223
CH-OW,2021-02-20,37841
CH-OW,2021-02-14,37841
CH-OW,2021-02-06,37841
CH-OW,2021-02-13,37841
CH-OW,2021-02-12,37841
CH-OW,2021-02-23,37841
CH-OW,2021-02-24,37841
CH-SG,2021-02-12,507697
CH-SG,2021-02-24,507697
CH-SG,2021-02-13,507697
CH-SG,2021-02-06,507697
CH-SG,2021-02-20,507697
CH-SG,2021-02-14,507697
CH-SG,2021-02-23,507697
CH-SH,2021-02-23,81991
CH-SH,2021-02-20,81991
CH-SH,2021-02-13,81991
CH-SH,2021-02-06,81991
CH-SH,2021-02-14,81991
CH-SH,2021-02-24,81991
CH-SH,2021-02-12,81991
CH-SO,2021-02-20,273194
CH-SO,2021-02-06,273194
CH-SO,2021-02-14,273194
CH-SO,2021-02-12,273194
CH-SO,2021-02-13,273194
CH-SO,2021-02-23,273194
CH-SO,2021-02-24,273194
CH-SZ,2021-02-24,159165
CH-SZ,2021-02-13,159165
CH-SZ,2021-02-23,159165
CH-SZ,2021-02-12,159165
CH-SZ,2021-02-06,159165
CH-SZ,2021-02-14,159165
CH-SZ,2021-02-20,159165
CH-TG,2021-02-20,276472
CH-TG,2021-02-06,276472
CH-TG,2021-02-13,276472
CH-TG,2021-02-24,276472
CH-TG,2021-02-23,276472
CH-TG,2021-02-14,276472
CH-TG,2021-02-12,276472
CH-TI,2021-02-14,353343
CH-TI,2021-02-23,353343
CH-TI,2021-02-06,353343
CH-TI,2021-02-24,353343
CH-TI,2021-02-13,353343
CH-TI,2021-02-20,353343
CH-TI,2021-02-12,353343
CH-UR,2021-02-23,36433
CH-UR,2021-02-20,36433
CH-UR,2021-02-12,36433
CH-UR,2021-02-06,36433
CH-UR,2021-02-13,36433
CH-UR,2021-02-14,36433
CH-UR,2021-02-24,36433
CH-VD,2021-02-14,799145
CH-VD,2021-02-12,799145
CH-VD,2021-02-06,799145
CH-VD,2021-02-13,799145
CH-VD,2021-02-20,799145
CH-VD,2021-02-24,799145
CH-VD,2021-02-23,799145
CH-VS,2021-02-24,343955
CH-VS,2021-02-20,343955
CH-VS,2021-02-14,343955
CH-VS,2021-02-23,343955
CH-VS,2021-02-06,343955
CH-VS,2021-02-13,343955
CH-VS,2021-02-12,343955
CH-ZG,2021-02-06,126837
CH-ZG,2021-02-23,126837
CH-ZG,2021-02-20,126837
CH-ZG,2021-02-13,126837
CH-ZG,2021-02-14,126837
CH-ZG,2021-02-12,126837
CH-ZG,2021-02-24,126837
CH-ZH,2021-02-20,1520968
CH-ZH,2021-02-13,1520968
CH-ZH,2021-02-14,1520968
CH-ZH,2021-02-12,1520968
CH-ZH,2021-02-06,1520968
CH-ZH,2021-02-23,1520968
CH-ZH,2021-02-24,1520968
CL-AI,2021-02-14,103158
CL-AI,2021-02-20,103158
CL-AI,2021-02-24,103158
CL-AI,2021-02-12,103158
CL-AI,2021-02-23,103158
CL-AI,2021-02-13,103158
CL-AI,2021-02-06,103158
CL-AN,2021-02-24,607534
CL-AN,2021-02-20,607534
CL-AN,2021-02-06,607534
CL-AN,2021-02-12,607534
CL-AN,2021-02-13,607534
CL-AN,2021-02-14,607534
CL-AN,2021-02-23,607534
CL-AP,2021-02-12,226068
CL-AP,2021-02-23,226068
CL-AP,2021-02-13,226068
CL-AP,2021-02-06,226068
CL-AP,2021-02-20,226068
CL-AP,2021-02-14,226068
CL-AP,2021-02-24,226068
CL-AR,2021-02-24,957224
CL-AR,2021-02-20,957224
CL-AR,2021-02-14,957224
CL-AR,2021-02-23,957224
CL-AR,2021-02-12,957224
CL-AR,2021-02-06,957224
CL-AR,2021-02-13,957224
CL-AT,2021-02-13,286168
CL-AT,2021-02-06,286168
CL-AT,2021-02-23,286168
CL-AT,2021-02-14,286168
CL-AT,2021-02-12,286168
CL-AT,2021-02-20,286168
CL-AT,2021-02-24,286168
CL-BI,2021-02-14,1556805
CL-BI,2021-02-12,1556805
CL-BI,2021-02-23,1556805
CL-BI,2021-02-13,1556805
CL-BI,2021-02-20,1556805
CL-BI,2021-02-24,1556805
CL-BI,2021-02-06,1556805
CL-CO,2021-02-20,757586
CL-CO,2021-02-12,757586
CL-CO,2021-02-14,757586
CL-CO,2021-02-13,757586
CL-CO,2021-02-06,757586
CL-CO,2021-02-23,757586
CL-CO,2021-02-24,757586
CL-LI,2021-02-24,914555
CL-LI,2021-02-12,914555
CL-LI,2021-02-23,914555
CL-LI,2021-02-13,914555
CL-LI,2021-02-20,914555
CL-LI,2021-02-14,914555
CL-LI,2021-02-06,914555
CL-LL,2021-02-23,828708
CL-LL,2021-02-06,828708
CL-LL,2021-02-12,828708
CL-LL,2021-02-14,828708
CL-LL,2021-02-24,828708
CL-LL,2021-02-20,828708
CL-LL,2021-02-13,828708
CL-LR,2021-02-06,384837
CL-LR,2021-02-14,384837
CL-LR,2021-02-12,384837
CL-LR,2021-02-23,384837
CL-LR,2021-02-20,384837
CL-LR,2021-02-13,384837
CL-LR,2021-02-24,384837
CL-MA,2021-02-12,166533
CL-MA,2021-02-24,166533
CL-MA,2021-02-23,166533
CL-MA,2021-02-14,166533
CL-MA,2021-02-06,166533
CL-MA,2021-02-20,166533
CL-MA,2021-02-13,166533
CL-ML,2021-02-23,1044950
CL-ML,2021-02-13,1044950
CL-ML,2021-02-12,1044950
CL-ML,2021-02-20,1044950
CL-ML,2021-02-06,1044950
CL-ML,2021-02-14,1044950
CL-ML,2021-02-24,1044950
CL-NB,2021-02-13,480609
CL-NB,2021-02-24,480609
CL-NB,2021-02-23,480609
CL-NB,2021-02-06,480609
CL-NB,2021-02-14,480609
CL-NB,2021-02-12,480609
CL-NB,2021-02-20,480609
CL-RM,2021-02-14,7112808
CL-RM,2021-02-23,7112808
CL-RM,2021-02-06,7112808
CL-RM,2021-02-13,7112808
CL-RM,2021-02-24,7112808
CL-RM,2021-02-20,7112808
CL-RM,2021-02-12,7112808
CL-TA,2021-02-14,330558
CL-TA,2021-02-12,330558
CL-TA,2021-02-06,330558
CL-TA,2021-02-20,330558
CL-TA,2021-02-13,330558
CL-TA,2021-02-24,330558
CL-TA,2021-02-23,330558
CL-VS,2021-02-23,1815902
CL-VS,2021-02-20,1815902
CL-VS,2021-02-14,1815902
CL-VS,2021-02-13,1815902
CL-VS,2021-02-12,1815902
CL-VS,2021-02-06,1815902
CL-VS,2021-02-24,1815902
CZ-10,2021-02-23,1324277
CZ-10,2021-02-06,1324277
CZ-10,2021-02-24,1324277
CZ-10,2021-02-20,1324277
CZ-10,2021-02-13,1324277
CZ-10,2021-02-12,1324277
CZ-10,2021-02-14,1324277
CZ-20,2021-02-24,1385141
CZ-20,2021-02-13,1385141
CZ-20,2021-02-12,1385141
CZ-20,2021-02-14,1385141
CZ-20,2021-02-23,1385141
CZ-20,2021-02-20,1385141
CZ-20,2021-02-06,1385141
CZ-31,2021-02-23,644083
CZ-31,2021-02-06,644083
CZ-31,2021-02-13,644083
CZ-31,2021-02-12,644083
CZ-31,2021-02-14,644083
CZ-31,2021-02-20,644083
CZ-31,2021-02-24,644083
CZ-32,2021-02-24,589899
CZ-32,2021-02-06,589899
CZ-32,2021-02-12,589899
CZ-32,2021-02-14,589899
CZ-32,2021-02-13,589899
CZ-32,2021-02-23,589899
CZ-32,2021-02-20,589899
CZ-41,2021-02-12,294664
CZ-41,2021-02-14,294664
CZ-41,2021-02-13,294664
CZ-41,2021-02-20,294664
CZ-41,2021-02-23,294664
CZ-41,2021-02-24,294664
CZ-41,2021-02-06,294664
CZ-42,2021-02-24,820965
CZ-42,2021-02-23,820965
CZ-42,2021-02-14,820965
CZ-42,2021-02-12,820965
CZ-42,2021-02-13,820965
CZ-42,2021-02-20,820965
CZ-42,2021-02-06,820965
CZ-51,2021-02-24,443690
CZ-51,2021-02-20,443690
CZ-51,2021-02-14,443690
CZ-51,2021-02-13,443690
CZ-51,2021-02-12,443690
CZ-51,2021-02-06,443690
CZ-51,2021-02-23,443690
CZ-52,2021-02-06,551647
CZ-52,2021-02-24,551647
CZ-52,2021-02-14,551647
CZ-52,2021-02-13,551647
CZ-52,2021-02-20,551647
CZ-52,2021-02-12,551647
CZ-52,2021-02-23,551647
CZ-53,2021-02-24,522662
CZ-53,2021-02-06,522662
CZ-53,2021-02-13,522662
CZ-53,2021-02-20,522662
CZ-53,2021-02-23,522662
CZ-53,2021-02-14,522662
CZ-53,2021-02-12,522662
CZ-63,2021-02-24,509813
CZ-63,2021-02-12,509813
CZ-63,2021-02-14,509813
CZ-63,2021-02-06,509813
CZ-63,2021-02-20,509813
CZ-63,2021-02-13,509813
CZ-63,2021-02-23,509813
CZ-64,2021-02-23,1191989
CZ-64,2021-02-24,1191989
CZ-64,2021-02-14,1191989
CZ-64,2021-02-06,1191989
CZ-64,2021-02-13,1191989
CZ-64,2021-02-20,1191989
CZ-64,2021-02-12,1191989
CZ-71,2021-02-24,632015
CZ-71,2021-02-14,632015
CZ-71,2021-02-23,632015
CZ-71,2021-02-13,632015
CZ-71,2021-02-06,632015
CZ-71,2021-02-20,632015
CZ-71,2021-02-12,632015
CZ-72,2021-02-14,582555
CZ-72,2021-02-06,582555
CZ-72,2021-02-13,582555
CZ-72,2021-02-12,582555
CZ-72,2021-02-23,582555
CZ-72,2021-02-24,582555
CZ-72,2021-02-20,582555
CZ-80,2021-02-20,1200539
CZ-80,2021-02-14,1200539
CZ-80,2021-02-24,1200539
CZ-80,2021-02-23,1200539
CZ-80,2021-02-13,1200539
CZ-80,2021-02-06,1200539
CZ-80,2021-02-12,1200539
DE-BB,2021-02-20,2449193
DE-BB,2021-02-12,2449193
DE-BB,2021-02-06,2449193
DE-BB,2021-02-13,2449193
DE-BB,2021-02-23,2449193
DE-BB,2021-02-14,2449193
DE-BB,2021-02-24,2449193
DE-BE,2021-02-06,3644826
DE-BE,2021-02-14,3644826
DE-BE,2021-02-13,3644826
DE-BE,2021-02-20,3644826
DE-BE,2021-02-23,3644826
DE-BE,2021-02-12,3644826
DE-BE,2021-02-24,3644826
DE-BW,2021-02-23,11069533
DE-BW,2021-02-06,11069533
DE-BW,2021-02-12,11069533
DE-BW,2021-02-20,11069533
DE-BW,2021-02-14,11069533
DE-BW,2021-02-24,11069533
DE-BW,2021-02-13,11069533
DE-BY,2021-02-24,12930751
DE-BY,2021-02-23,12930751
DE-BY,2021-02-20,12930751
DE-BY,2021-02-14,12930751
DE-BY,2021-02-13,12930751
DE-BY,2021-02-06,12930751
DE-BY,2021-02-12,12930751
DE-HB,2021-02-20,661000
DE-HB,2021-02-24,661000
DE-HB,2021-02-23,661000
DE-HB,2021-02-14,661000
DE-HB,2021-02-13,661000
DE-HB,2021-02-12,661000
DE-HB,2021-02-06,661000
DE-HE,2021-02-20,6265809
DE-HE,2021-02-13,6265809
DE-HE,2021-02-06,6265809
DE-HE,2021-02-14,6265809
DE-HE,2021-02-12,6265809
DE-HE,2021-02-24,6265809
DE-HE,2021-02-23,6265809
DE-HH,2021-02-24,1841179
DE-HH,2021-02-20,1841179
DE-HH,2021-02-12,1841179
DE-HH,2021-02-14,1841179
DE-HH,2021-02-13,1841179
DE-HH,2021-02-06,1841179
DE-HH,2021-02-23,1841179
DE-MV,2021-02-12,1609675
DE-MV,2021-02-24,1609675
DE-MV,2021-02-23,1609675
DE-MV,2021-02-20,1609675
DE-MV,2021-02-14,1609675
DE-MV,2021-02-06,1609675
DE-MV,2021-02-13,1609675
DE-NI,2021-02-23,7982448
DE-NI,2021-02-13,7982448
DE-NI,2021-02-14,7982448
DE-NI,2021-02-20,7982448
DE-NI,2021-02-24,7982448
DE-NI,2021-02-12,7982448
DE-NI,2021-02-06,7982448
DE-NW,2021-02-13,17932651
DE-NW,2021-02-12,17932651
DE-NW,2021-02-20,17932651
DE-NW,2021-02-24,17932651
DE-NW,2021-02-14,17932651
DE-NW,2021-02-06,17932651
DE-NW,2021-02-23,17932651
DE-RP,2021-02-23,4084844
DE-RP,2021-02-20,4084844
DE-RP,2021-02-14,4084844
DE-RP,2021-02-13,4084844
DE-RP,2021-02-12,4084844
DE-RP,2021-02-06,4084844
DE-RP,2021-02-24,4084844
DE-SH,2021-02-24,2896712
DE-SH,2021-02-06,2896712
DE-SH,2021-02-12,2896712
DE-SH,2021-02-20,2896712
DE-SH,2021-02-23,2896712
DE-SH,2021-02-13,2896712
DE-SH,2021-02-14,2896712
DE-SL,2021-02-20,986887
DE-SL,2021-02-14,986887
DE-SL,2021-02-23,986887
DE-SL,2021-02-13,986887
DE-SL,2021-02-06,995597
DE-SL,2021-02-12,986887
DE-SL,2021-02-24,986887
DE-SN,2021-02-23,4077937
DE-SN,2021-02-12,4077937
DE-SN,2021-02-20,4077937
DE-SN,2021-02-14,4077937
DE-SN,2021-02-24,4077937
DE-SN,2021-02-06,4077937
DE-SN,2021-02-13,4077937
DE-ST,2021-02-24,2245470
DE-ST,2021-02-23,2245470
DE-ST,2021-02-06,2245470
DE-ST,2021-02-12,2245470
DE-ST,2021-02-20,2245470
DE-ST,2021-02-13,2245470
DE-ST,2021-02-14,2245470
DE-TH,2021-02-23,2143145
DE-TH,2021-02-20,2143145
DE-TH,2021-02-13,2143145
DE-TH,2021-02-06,2143145
DE-TH,2021-02-14,2143145
DE-TH,2021-02-24,2143145
DE-TH,2021-02-12,2143145
DK-81,2021-02-24,590580
DK-81,2021-02-20,590580
DK-81,2021-02-06,590580
DK-81,2021-02-12,590580
DK-81,2021-02-23,590580
DK-81,2021-02-14,590580
DK-81,2021-02-13,590580
DK-82,2021-02-12,1326913
DK-82,2021-02-24,1326913
DK-82,2021-02-20,1326913
DK-82,2021-02-06,1326913
DK-82,2021-02-23,1326913
DK-82,2021-02-13,1326913
DK-82,2021-02-14,1326913
DK-83,2021-02-24,1223894
DK-83,2021-02-20,1223894
DK-83,2021-02-06,1223894
DK-83,2021-02-12,1223894
DK-83,2021-02-14,1223894
DK-83,2021-02-23,1223894
DK-83,2021-02-13,1223894
DK-84,2021-02-06,1848989
DK-84,2021-02-20,1848989
DK-84,2021-02-14,1848989
DK-84,2021-02-13,1848989
DK-84,2021-02-23,1848989
DK-84,2021-02-12,1848989
DK-84,2021-02-24,1848989
DK-85,2021-02-13,837087
DK-85,2021-02-14,837087
DK-85,2021-02-12,837087
DK-85,2021-02-20,837087
DK-85,2021-02-06,837087
DK-85,2021-02-23,837087
DK-85,2021-02-24,837087
ES-AN,2021-02-13,8476718
ES-AN,2021-02-14,8476718
ES-AN,2021-02-12,8476718
ES-AN,2021-02-06,8476718
ES-AN,2021-02-24,8476718
ES-AN,2021-02-23,8476718
ES-AN,2021-02-20,8476718
ES-AR,2021-02-14,1324397
ES-AR,2021-02-20,1324397
ES-AR,2021-02-13,1324397
ES-AR,2021-02-24,1324397
ES-AR,2021-02-06,1324397
ES-AR,2021-02-12,1324397
ES-AR,2021-02-23,1324397
ES-AS,2021-02-13,1028244
ES-AS,2021-02-12,1028244
ES-AS,2021-02-14,1028244
ES-AS,2021-02-06,1028244
ES-AS,2021-02-23,1028244
ES-AS,2021-02-20,1028244
ES-AS,2021-02-24,1028244
ES-CB,2021-02-24,580229
ES-CB,2021-02-20,580229
ES-CB,2021-02-06,580229
ES-CB,2021-02-13,580229
ES-CB,2021-02-12,580229
ES-CB,2021-02-23,580229
ES-CB,2021-02-14,580229
ES-CE,2021-02-12,84202
ES-CE,2021-02-14,84202
ES-CE,2021-02-20,84202
ES-CE,2021-02-13,84202
ES-CE,2021-02-06,84202
ES-CE,2021-02-23,84202
ES-CE,2021-02-24,84202
ES-CL,2021-02-13,2418694
ES-CL,2021-02-12,2418694
ES-CL,2021-02-06,2418694
ES-CL,2021-02-20,2418694
ES-CL,2021-02-23,2418694
ES-CL,2021-02-14,2418694
ES-CL,2021-02-24,2418694
ES-CM,2021-02-12,2106331
ES-CM,2021-02-24,2106331
ES-CM,2021-02-13,2106331
ES-CM,2021-02-23,2106331
ES-CM,2021-02-06,2106331
ES-CM,2021-02-20,2106331
ES-CM,2021-02-14,2106331
ES-CN,2021-02-13,2175952
ES-CN,2021-02-12,2175952
ES-CN,2021-02-14,2175952
ES-CN,2021-02-23,2175952
ES-CN,2021-02-20,2175952
ES-CN,2021-02-06,2127685
ES-CN,2021-02-24,2175952
ES-CT,2021-02-23,7727029
ES-CT,2021-02-20,7727029
ES-CT,2021-02-12,7727029
ES-CT,2021-02-14,7727029
ES-CT,2021-02-13,7727029
ES-CT,2021-02-06,7727029
ES-CT,2021-02-24,7727029
ES-EX,2021-02-24,1067710
ES-EX,2021-02-12,1067710
ES-EX,2021-02-23,1067710
ES-EX,2021-02-14,1067710
ES-EX,2021-02-13,1067710
ES-EX,2021-02-06,1067710
ES-EX,2021-02-20,1067710
ES-GA,2021-02-20,2703290
ES-GA,2021-02-12,2703290
ES-GA,2021-02-06,2703290
ES-GA,2021-02-13,2703290
ES-GA,2021-02-14,2703290
ES-GA,2021-02-24,2703290
ES-GA,2021-02-23,2703290
ES-IB,2021-02-13,1149460
ES-IB,2021-02-24,1149460
ES-IB,2021-02-14,1149460
ES-IB,2021-02-06,1149460
ES-IB,2021-02-23,1149460
ES-IB,2021-02-20,1149460
ES-IB,2021-02-12,1149460
ES-MC,2021-02-24,1504607
ES-MC,2021-02-23,1504607
ES-MC,2021-02-06,1504607
ES-MC,2021-02-14,1504607
ES-MC,2021-02-12,1504607
ES-MC,2021-02-20,1504607
ES-MC,2021-02-13,1504607
ES-MD,2021-02-23,6779888
ES-MD,2021-02-24,6779888
ES-MD,2021-02-20,6779888
ES-MD,2021-02-14,6779888
ES-MD,2021-02-12,6779888
ES-MD,2021-02-06,6779888
ES-MD,2021-02-13,6779888
ES-ML,2021-02-24,87076
ES-ML,2021-02-13,87076
ES-ML,2021-02-06,87076
ES-ML,2021-02-23,87076
ES-ML,2021-02-20,87076
ES-ML,2021-02-14,87076
ES-ML,2021-02-12,87076
ES-NC,2021-02-24,647554
ES-NC,2021-02-14,647554
ES-NC,2021-02-12,647554
ES-NC,2021-02-23,647554
ES-NC,2021-02-06,647554
ES-NC,2021-02-13,647554
ES-NC,2021-02-20,647554
ES-PV,2021-02-06,2167707
ES-PV,2021-02-14,2167707
ES-PV,2021-02-23,2167707
ES-PV,2021-02-13,2167707
ES-PV,2021-02-20,2167707
ES-PV,2021-02-24,2167707
ES-PV,2021-02-12,2167707
ES-RI,2021-02-24,315675
ES-RI,2021-02-12,315675
ES-RI,2021-02-20,315675
ES-RI,2021-02-13,315675
ES-RI,2021-02-23,315675
ES-RI,2021-02-14,315675
ES-RI,2021-02-06,315675
ES-VC,2021-02-13,5003769
ES-VC,2021-02-24,5003769
ES-VC,2021-02-06,5003769
ES-VC,2021-02-12,5003769
ES-VC,2021-02-14,5003769
ES-VC,2021-02-23,5003769
ES-VC,2021-02-20,5003769
FR-ARA,2021-02-14,7948287
FR-ARA,2021-02-06,7948287
FR-ARA,2021-02-12,7948287
FR-ARA,2021-02-20,7948287
FR-ARA,2021-02-13,7948287
FR-ARA,2021-02-23,7948287
FR-ARA,2021-02-24,7948287
FR-BFC,2021-02-24,2811423
FR-BFC,2021-02-13,2811423
FR-BFC,2021-02-20,2811423
FR-BFC,2021-02-12,2811423
FR-BFC,2021-02-14,2811423
FR-BFC,2021-02-06,2811423
FR-BFC,2021-02-23,2811423
FR-BRE,2021-02-24,3318904
FR-BRE,2021-02-23,3318904
FR-BRE,2021-02-06,3318904
FR-BRE,2021-02-14,3318904
FR-BRE,2021-02-20,3318904
FR-BRE,2021-02-13,3318904
FR-BRE,2021-02-12,3318904
FR-CVL,2021-02-14,2576252
FR-CVL,2021-02-20,2576252
FR-CVL,2021-02-23,2576252
FR-CVL,2021-02-24,2576252
FR-CVL,2021-02-06,2576252
FR-CVL,2021-02-12,2576252
FR-CVL,2021-02-13,2576252
FR-GES,2021-02-23,5549586
FR-GES,2021-02-13,5549586
FR-GES,2021-02-14,5549586
FR-GES,2021-02-20,5549586
FR-GES,2021-02-12,5549586
FR-GES,2021-02-06,5549586
FR-GES,2021-02-24,5549586
FR-GF,2021-02-23,282731
FR-GF,2021-02-14,268700
FR-GF,2021-02-14,282731
FR-GF,2021-02-24,282731
FR-GF,2021-02-12,282731
FR-GF,2021-02-20,282731
FR-GF,2021-02-06,268700
FR-GF,2021-02-13,268700
FR-GF,2021-02-12,268700
FR-GF,2021-02-13,282731
FR-GF,2021-02-06,282731
FR-GP,2021-02-24,390253
FR-GP,2021-02-23,390253
FR-GP,2021-02-13,390253
FR-GP,2021-02-20,390253
FR-GP,2021-02-06,390253
FR-GP,2021-02-12,390253
FR-GP,2021-02-14,390253
FR-HDF,2021-02-24,6003815
FR-HDF,2021-02-20,6003815
FR-HDF,2021-02-23,6003815
FR-HDF,2021-02-13,6003815
FR-HDF,2021-02-14,6003815
FR-HDF,2021-02-12,6003815
FR-HDF,2021-02-06,6003815
FR-IDF,2021-02-12,12174880
FR-IDF,2021-02-23,12174880
FR-IDF,2021-02-13,12174880
FR-IDF,2021-02-24,12174880
FR-IDF,2021-02-14,12174880
FR-IDF,2021-02-20,12174880
FR-IDF,2021-02-06,12174880
FR-MQ,2021-02-14,372594
FR-MQ,2021-02-24,372594
FR-MQ,2021-02-13,372594
FR-MQ,2021-02-06,372594
FR-MQ,2021-02-12,372594
FR-MQ,2021-02-20,372594
FR-MQ,2021-02-23,372594
FR-NAQ,2021-02-13,5956978
FR-NAQ,2021-02-20,5956978
FR-NAQ,2021-02-14,5956978
FR-NAQ,2021-02-06,5956978
FR-NAQ,2021-02-12,5956978
FR-NAQ,2021-02-24,5956978
FR-NAQ,2021-02-23,5956978
FR-NOR,2021-02-24,3330478
FR-NOR,2021-02-20,3330478
FR-NOR,2021-02-12,3330478
FR-NOR,2021-02-23,3330478
FR-NOR,2021-02-06,3330478
FR-NOR,2021-02-14,3330478
FR-NOR,2021-02-13,3330478
FR-OCC,2021-02-14,5845102
FR-OCC,2021-02-24,5845102
FR-OCC,2021-02-12,5845102
FR-OCC,2021-02-06,5845102
FR-OCC,2021-02-23,5845102
FR-OCC,2021-02-13,5845102
FR-OCC,2021-02-20,5845102
FR-PAC,2021-02-23,5030890
FR-PAC,2021-02-14,5030890
FR-PAC,2021-02-06,5030890
FR-PAC,2021-02-20,5030890
FR-PAC,2021-02-12,5030890
FR-PAC,2021-02-13,5030890
FR-PAC,2021-02-24,5030890
FR-PDL,2021-02-24,3757600
FR-PDL,2021-02-06,3757600
FR-PDL,2021-02-14,3757600
FR-PDL,2021-02-20,3757600
FR-PDL,2021-02-12,3757600
FR-PDL,2021-02-23,3757600
FR-PDL,2021-02-13,3757600
FR-RE,2021-02-06,855961
FR-RE,2021-02-13,855961
FR-RE,2021-02-14,855961
FR-RE,2021-02-20,855961
FR-RE,2021-02-23,855961
FR-RE,2021-02-12,855961
FR-RE,2021-02-24,855961
FR-YT,2021-02-24,256518
FR-YT,2021-02-06,256518
FR-YT,2021-02-12,256518
FR-YT,2021-02-23,256518
FR-YT,2021-02-14,256518
FR-YT,2021-02-20,256518
FR-YT,2021-02-13,256518
GB-ENG,2021-02-23,55268100
GB-ENG,2021-02-13,55268100
GB-ENG,2021-02-12,55268100
GB-ENG,2021-02-06,55268100
GB-ENG,2021-02-20,55268100
GB-ENG,2021-02-14,55268100
GB-ENG,2021-02-24,55268100
GB-NIR,2021-02-23,1862100
GB-NIR,2021-02-13,1862100
GB-NIR,2021-02-12,1862100
GB-NIR,2021-02-24,1862100
GB-NIR,2021-02-20,1862100
GB-NIR,2021-02-06,1862100
GB-NIR,2021-02-14,1862100
GB-SCT,2021-02-14,5404700
GB-SCT,2021-02-23,5404700
GB-SCT,2021-02-12,5404700
GB-SCT,2021-02-06,5404700
GB-SCT,2021-02-24,5404700
GB-SCT,2021-02-13,5404700
GB-SCT,2021-02-20,5404700
GB-WLS,2021-02-24,3113000
GB-WLS,2021-02-13,3113000
GB-WLS,2021-02-14,3113000
GB-WLS,2021-02-06,3113000
GB-WLS,2021-02-12,3113000
GB-WLS,2021-02-23,3113000
GB-WLS,2021-02-20,3113000
IN-AN,2021-02-20,356152
IN-AN,2021-02-23,356152
IN-AN,2021-02-12,356152
IN-AN,2021-02-24,356152
IN-AN,2021-02-13,356152
IN-AN,2021-02-06,356152
IN-AN,2021-02-14,356152
IN-AP,2021-02-23,49386799
IN-AP,2021-02-14,49386799
IN-AP,2021-02-12,49386799
IN-AP,2021-02-20,49386799
IN-AP,2021-02-13,49386799
IN-AP,2021-02-06,49386799
IN-AP,2021-02-24,49386799
IN-AR,2021-02-13,1382611
IN-AR,2021-02-06,1382611
IN-AR,2021-02-12,1383727
IN-AR,2021-02-23,1383727
IN-AR,2021-02-06,1383727
IN-AR,2021-02-20,1383727
IN-AR,2021-02-12,1382611
IN-AR,2021-02-14,1382611
IN-AR,2021-02-14,1383727
IN-AR,2021-02-13,1383727
IN-AR,2021-02-24,1383727
IN-AS,2021-02-20,31205576
IN-AS,2021-02-12,31205576
IN-AS,2021-02-13,31205576
IN-AS,2021-02-23,31205576
IN-AS,2021-02-06,31205576
IN-AS,2021-02-14,31205576
IN-AS,2021-02-24,31205576
IN-BR,2021-02-23,104099452
IN-BR,2021-02-06,103804637
IN-BR,2021-02-13,103804637
IN-BR,2021-02-12,103804637
IN-BR,2021-02-20,104099452
