region_iso,date,population
SE-D,2021-02-14,299101
SE-D,2021-02-13,299101
SE-E,2021-02-13,467095
SE-E,2021-02-14,467095
SE-E,2021-02-24,467158
SE-E,2021-02-06,467095
SE-E,2021-02-20,467095
SE-E,2021-02-12,467095
SE-E,2021-02-23,467158
SE-F,2021-02-20,364750
SE-F,2021-02-06,364750
SE-F,2021-02-12,364750
SE-F,2021-02-23,365010
SE-F,2021-02-14,364750
SE-F,2021-02-13,364750
SE-F,2021-02-24,365010
SE-G,2021-02-14,202163
SE-G,2021-02-24,202263
SE-G,2021-02-06,202163
SE-G,2021-02-12,202163
SE-G,2021-02-20,202163
SE-G,2021-02-13,202163
SE-G,2021-02-23,202263
SE-H,2021-02-13,245992
SE-H,2021-02-14,245992
SE-H,2021-02-06,245992
SE-H,2021-02-23,246010
SE-H,2021-02-24,246010
SE-H,2021-02-20,245992
SE-H,2021-02-12,245992
SE-I,2021-02-13,60106
SE-I,2021-02-23,60124
SE-I,2021-02-12,60106
SE-I,2021-02-20,60106
SE-I,2021-02-06,60106
SE-I,2021-02-24,60124
SE-I,2021-02-14,60106
SE-K,2021-02-06,159349
SE-K,2021-02-24,159056
SE-K,2021-02-12,159349
SE-K,2021-02-14,159349
SE-K,2021-02-20,159349
SE-K,2021-02-23,159056
SE-K,2021-02-13,159349
SE-M,2021-02-24,1389336
SE-M,2021-02-20,1387650
SE-M,2021-02-13,1387650
SE-M,2021-02-12,1387650
SE-M,2021-02-14,1387650
SE-M,2021-02-06,1387650
SE-M,2021-02-23,1389336
SE-N,2021-02-24,336748
SE-N,2021-02-12,336132
SE-N,2021-02-06,336132
SE-N,2021-02-13,336132
SE-N,2021-02-20,336132
SE-N,2021-02-14,336132
SE-N,2021-02-23,336748
SE-O,2021-02-24,1734443
SE-O,2021-02-12,1733574
SE-O,2021-02-06,1733574
SE-O,2021-02-23,1734443
SE-O,2021-02-20,1733574
SE-O,2021-02-13,1733574
SE-O,2021-02-14,1733574
SE-S,2021-02-20,282840
SE-S,2021-02-12,282840
SE-S,2021-02-23,282885
SE-S,2021-02-13,282840
SE-S,2021-02-24,282885
SE-S,2021-02-14,282840
SE-S,2021-02-06,282840
SE-T,2021-02-24,305643
SE-T,2021-02-20,305726
SE-T,2021-02-23,305643
SE-T,2021-02-13,305726
SE-T,2021-02-14,305726
SE-T,2021-02-06,305726
SE-T,2021-02-12,305726
SE-U,2021-02-13,277074
SE-U,2021-02-12,277074
SE-U,2021-02-06,277074
SE-U,2021-02-14,277074
SE-U,2021-02-20,277074
SE-U,2021-02-23,277141
SE-U,2021-02-24,277141
SE-W,2021-02-13,287806
SE-W,2021-02-20,287806
SE-W,2021-02-14,287806
SE-W,2021-02-24,287676
SE-W,2021-02-06,287806
SE-W,2021-02-12,287806
SE-W,2021-02-23,287676
SE-X,2021-02-23,287502
SE-X,2021-02-06,287660
SE-X,2021-02-14,287660
SE-X,2021-02-12,287660
SE-X,2021-02-24,287502
SE-X,2021-02-13,287660
SE-X,2021-02-20,287660
SE-Y,2021-02-14,244855
SE-Y,2021-02-23,244554
SE-Y,2021-02-06,244855
SE-Y,2021-02-12,244855
SE-Y,2021-02-20,244855
SE-Y,2021-02-24,244554
SE-Y,2021-02-13,244855
SE-Z,2021-02-23,131155
SE-Z,2021-02-14,130972
SE-Z,2021-02-13,130972
SE-Z,2021-02-06,130972
SE-Z,2021-02-20,130972
SE-Z,2021-02-24,131155
SE-Z,2021-02-12,130972
SK-BC,2021-02-23,649788
SK-BC,2021-02-24,649788
SK-BC,2021-02-12,649788
SK-BC,2021-02-13,649788
SK-BC,2021-02-14,649788
SK-BC,2021-02-20,649788
SK-BC,2021-02-06,649788
SK-BL,2021-02-14,650838
SK-BL,2021-02-13,650838
SK-BL,2021-02-23,650838
SK-BL,2021-02-24,650838
SK-BL,2021-02-20,650838
SK-BL,2021-02-06,650838
SK-BL,2021-02-12,650838
SK-KI,2021-02-06,799217
SK-KI,2021-02-13,799217
SK-KI,2021-02-12,799217
SK-KI,2021-02-14,799217
SK-KI,2021-02-20,799217
SK-KI,2021-02-23,799217
SK-KI,2021-02-24,799217
SK-NI,2021-02-24,678692
SK-NI,2021-02-13,678692
SK-NI,2021-02-06,678692
SK-NI,2021-02-23,678692
SK-NI,2021-02-14,678692
SK-NI,2021-02-12,678692
SK-NI,2021-02-20,678692
SK-PV,2021-02-24,822946
SK-PV,2021-02-06,822946
SK-PV,2021-02-14,822946
SK-PV,2021-02-13,822946
SK-PV,2021-02-20,822946
SK-PV,2021-02-12,822946
SK-PV,2021-02-23,822946
SK-TA,2021-02-06,562372
SK-TA,2021-02-20,562372
SK-TA,2021-02-13,562372
SK-TA,2021-02-14,562372
SK-TA,2021-02-12,562372
SK-TA,2021-02-24,562372
SK-TA,2021-02-23,562372
SK-TC,2021-02-24,587364
SK-TC,2021-02-06,587364
SK-TC,2021-02-23,587364
SK-TC,2021-02-13,587364
SK-TC,2021-02-20,587364
SK-TC,2021-02-12,587364
SK-TC,2021-02-14,587364
SK-ZI,2021-02-12,691023
SK-ZI,2021-02-13,691023
SK-ZI,2021-02-06,691023
SK-ZI,2021-02-14,691023
SK-ZI,2021-02-23,691023
SK-ZI,2021-02-20,691023
SK-ZI,2021-02-24,691023
TR-01,2021-02-24,2220125
TR-01,2021-02-23,2220125
TR-01,2021-02-20,2220125
TR-02,2021-02-24,624513
TR-02,2021-02-20,624513
TR-02,2021-02-23,624513
TR-03,2021-02-24,725568
TR-03,2021-02-20,725568
TR-03,2021-02-23,725568
TR-04,2021-02-20,539657
TR-04,2021-02-24,539657
TR-04,2021-02-23,539657
TR-05,2021-02-20,337508
TR-05,2021-02-23,337508
TR-05,2021-02-24,337508
TR-06,2021-02-23,5503985
TR-06,2021-02-20,5503985
TR-06,2021-02-24,5503985
TR-07,2021-02-24,2426356
TR-07,2021-02-23,2426356
TR-07,2021-02-20,2426356
TR-08,2021-02-23,174010
TR-08,2021-02-20,174010
TR-08,2021-02-24,174010
TR-09,2021-02-24,1097746
TR-09,2021-02-23,1097746
TR-09,2021-02-20,1097746
TR-10,2021-02-23,1226575
TR-10,2021-02-20,1226575
TR-10,2021-02-24,1226575
TR-11,2021-02-23,223448
TR-11,2021-02-24,223448
TR-11,2021-02-20,223448
TR-12,2021-02-24,281205
TR-12,2021-02-23,281205
TR-12,2021-02-20,281205
TR-13,2021-02-20,349396
TR-13,2021-02-24,349396
TR-13,2021-02-23,349396
TR-14,2021-02-20,311810
TR-14,2021-02-23,311810
TR-14,2021-02-24,311810
TR-15,2021-02-20,269926
TR-15,2021-02-23,269926
TR-15,2021-02-24,269926
TR-16,2021-02-24,2994521
TR-16,2021-02-20,2994521
TR-16,2021-02-23,2994521
TR-17,2021-02-24,540662
TR-17,2021-02-20,540662
TR-17,2021-02-23,540662
TR-18,2021-02-24,216362
TR-18,2021-02-23,216362
TR-18,2021-02-20,216362
TR-19,2021-02-20,536483
TR-19,2021-02-23,536483
TR-19,2021-02-24,536483
TR-20,2021-02-20,1027782
TR-20,2021-02-23,1027782
TR-20,2021-02-24,1027782
TR-21,2021-02-23,1732396
TR-21,2021-02-20,1732396
TR-21,2021-02-24,1732396
TR-22,2021-02-20,411528
TR-22,2021-02-23,411528
TR-22,2021-02-24,411528
TR-23,2021-02-20,595638
TR-23,2021-02-23,595638
TR-23,2021-02-24,595638
TR-24,2021-02-24,236034
TR-24,2021-02-20,236034
TR-24,2021-02-23,236034
TR-25,2021-02-24,767848
TR-25,2021-02-23,767848
TR-25,2021-02-20,767848
TR-26,2021-02-20,871187
TR-26,2021-02-23,871187
TR-26,2021-02-24,871187
TR-27,2021-02-20,2028563
TR-27,2021-02-23,2028563
TR-27,2021-02-24,2028563
TR-28,2021-02-24,453912
TR-28,2021-02-23,453912
TR-28,2021-02-20,453912
TR-29,2021-02-23,162748
TR-29,2021-02-20,162748
TR-29,2021-02-24,162748
TR-30,2021-02-24,286470
TR-30,2021-02-20,286470
TR-30,2021-02-23,286470
TR-31,2021-02-20,1609856
TR-31,2021-02-23,1609856
TR-31,2021-02-24,1609856
TR-32,2021-02-24,441412
TR-32,2021-02-23,441412
TR-32,2021-02-20,441412
TR-33,2021-02-24,1814468
TR-33,2021-02-20,1814468
TR-33,2021-02-23,1814468
TR-34,2021-02-24,15067724
TR-34,2021-02-23,15067724
TR-34,2021-02-20,15067724
TR-35,2021-02-24,4320519
TR-35,2021-02-23,4320519
TR-35,2021-02-20,4320519
TR-36,2021-02-23,288878
TR-36,2021-02-20,288878
TR-36,2021-02-24,288878
TR-37,2021-02-23,383373
TR-37,2021-02-24,383373
TR-37,2021-02-20,383373
TR-38,2021-02-20,1389680
TR-38,2021-02-23,1389680
TR-38,2021-02-24,1389680
TR-39,2021-02-20,360860
TR-39,2021-02-23,360860
TR-39,2021-02-24,360860
TR-40,2021-02-24,241868
TR-40,2021-02-20,241868
TR-40,2021-02-23,241868
TR-41,2021-02-24,1953035
TR-41,2021-02-23,1953035
TR-41,2021-02-20,1953035
TR-42,2021-02-20,2205609
TR-42,2021-02-23,2205609
TR-42,2021-02-24,2205609
TR-43,2021-02-20,577941
TR-43,2021-02-23,577941
TR-43,2021-02-24,577941
TR-44,2021-02-20,797036
TR-44,2021-02-23,797036
TR-44,2021-02-24,797036
TR-45,2021-02-24,1429643
TR-45,2021-02-23,1429643
TR-45,2021-02-20,1429643
TR-46,2021-02-23,1144851
TR-46,2021-02-24,1144851
TR-46,2021-02-20,1144851
TR-47,2021-02-20,829195
TR-47,2021-02-23,829195
TR-47,2021-02-24,829195
TR-48,2021-02-20,967487
TR-48,2021-02-23,967487
TR-48,2021-02-24,967487
TR-49,2021-02-23,407992
TR-49,2021-02-20,407992
TR-49,2021-02-24,407992
TR-50,2021-02-24,298339
TR-50,2021-02-20,298339
TR-50,2021-02-23,298339
TR-51,2021-02-23,364707
TR-51,2021-02-24,364707
TR-51,2021-02-20,364707
TR-52,2021-02-20,771932
TR-52,2021-02-24,771932
TR-52,2021-02-23,771932
TR-53,2021-02-20,348608
TR-53,2021-02-23,348608
TR-53,2021-02-24,348608
TR-54,2021-02-24,1010700
TR-54,2021-02-20,1010700
TR-54,2021-02-23,1010700
TR-55,2021-02-23,1335716
TR-55,2021-02-24,1335716
TR-55,2021-02-20,1335716
TR-56,2021-02-23,331670
TR-56,2021-02-20,331670
TR-56,2021-02-24,331670
TR-57,2021-02-24,219733
TR-57,2021-02-23,219733
TR-57,2021-02-20,219733
TR-58,2021-02-23,646608
TR-58,2021-02-20,646608
TR-58,2021-02-24,646608
TR-59,2021-02-20,1029927
TR-59,2021-02-23,1029927
TR-59,2021-02-24,1029927
TR-60,2021-02-24,612646
TR-60,2021-02-23,612646
TR-60,2021-02-20,612646
TR-61,2021-02-24,807903
TR-61,2021-02-23,807903
TR-61,2021-02-20,807903
TR-62,2021-02-24,88198
TR-62,2021-02-23,88198
TR-62,2021-02-20,88198
TR-63,2021-02-24,2035809
TR-63,2021-02-23,2035809
TR-63,2021-02-20,2035809
TR-64,2021-02-23,367514
TR-64,2021-02-20,367514
TR-64,2021-02-24,367514
TR-65,2021-02-24,1123784
TR-65,2021-02-23,1123784
TR-65,2021-02-20,1123784
TR-66,2021-02-24,424981
TR-66,2021-02-20,424981
TR-66,2021-02-23,424981
TR-67,2021-02-24,599698
TR-67,2021-02-23,599698
TR-67,2021-02-20,599698
TR-68,2021-02-20,412172
TR-68,2021-02-23,412172
TR-68,2021-02-24,412172
TR-69,2021-02-23,82274
TR-69,2021-02-20,82274
TR-69,2021-02-24,82274
TR-70,2021-02-24,251913
TR-70,2021-02-23,251913
TR-70,2021-02-20,251913
TR-71,2021-02-24,286602
TR-71,2021-02-20,286602
TR-71,2021-02-23,286602
TR-72,2021-02-24,599103
TR-72,2021-02-23,599103
TR-72,2021-02-20,599103
TR-73,2021-02-23,524190
TR-73,2021-02-20,524190
TR-73,2021-02-24,524190
TR-74,2021-02-23,198999
TR-74,2021-02-20,198999
TR-74,2021-02-24,198999
TR-75,2021-02-24,98907
TR-75,2021-02-20,98907
TR-75,2021-02-23,98907
TR-76,2021-02-24,197456
TR-76,2021-02-20,197456
TR-76,2021-02-23,197456
TR-77,2021-02-23,262234
TR-77,2021-02-20,262234
TR-77,2021-02-24,262234
TR-78,2021-02-23,248014
TR-78,2021-02-20,248014
TR-78,2021-02-24,248014
TR-79,2021-02-24,142541
TR-79,2021-02-20,142541
TR-79,2021-02-23,142541
TR-80,2021-02-20,534415
TR-80,2021-02-24,534415
TR-80,2021-02-23,534415
TR-81,2021-02-20,387844
TR-81,2021-02-24,387844
TR-81,2021-02-23,387844
US-AK,2021-02-13,738432
US-AK,2021-02-14,738432
US-AK,2021-02-12,738432
US-AK,2021-02-23,738432
US-AK,2021-02-06,738432
US-AK,2021-02-20,738432
US-AK,2021-02-24,738432
US-AL,2021-02-24,4858979
US-AL,2021-02-06,4858979
US-AL,2021-02-14,4858979
US-AL,2021-02-20,4858979
US-AL,2021-02-12,4858979
US-AL,2021-02-13,4858979
US-AL,2021-02-23,4858979
US-AR,2021-02-06,2978204
US-AR,2021-02-24,2978204
US-AR,2021-02-14,2978204
US-AR,2021-02-23,2978204
US-AR,2021-02-12,2978204
US-AR,2021-02-20,2978204
US-AR,2021-02-13,2978204
US-AS,2021-02-24,55689
US-AS,2021-02-20,55689
US-AS,2021-02-06,55689
US-AS,2021-02-13,55689
US-AS,2021-02-14,55689
US-AS,2021-02-12,55689
US-AS,2021-02-23,55689
US-AZ,2021-02-23,6828065
US-AZ,2021-02-20,6828065
US-AZ,2021-02-13,6828065
US-AZ,2021-02-12,6828065
US-AZ,2021-02-06,6828065
US-AZ,2021-02-14,6828065
US-AZ,2021-02-24,6828065
US-CA,2021-02-13,39250017
US-CA,2021-02-14,39250017
US-CA,2021-02-24,39250017
US-CA,2021-02-06,39250017
US-CA,2021-02-23,39250017
US-CA,2021-02-12,39250017
US-CA,2021-02-20,39250017
US-CO,2021-02-13,5456574
US-CO,2021-02-06,5456574
US-CO,2021-02-12,5456574
US-CO,2021-02-23,5456574
US-CO,2021-02-14,5456574
US-CO,2021-02-24,5456574
US-CO,2021-02-20,5456574
US-CT,2021-02-24,3590886
US-CT,2021-02-20,3590886
US-CT,2021-02-13,3590886
US-CT,2021-02-14,3590886
US-CT,2021-02-12,3590886
US-CT,2021-02-23,3590886
US-CT,2021-02-06,3590886
US-DC,2021-02-06,672228
US-DC,2021-02-12,672228
US-DC,2021-02-20,672228
US-DC,2021-02-14,672228
US-DC,2021-02-23,672228
US-DC,2021-02-24,672228
US-DC,2021-02-13,672228
US-DE,2021-02-24,945934
US-DE,2021-02-06,945934
US-DE,2021-02-23,945934
US-DE,2021-02-20,945934
US-DE,2021-02-14,945934
US-DE,2021-02-13,945934
US-DE,2021-02-12,945934
US-FL,2021-02-13,20271272
US-FL,2021-02-12,20271272
US-FL,2021-02-06,20271272
US-FL,2021-02-14,20271272
US-FL,2021-02-23,20271272
US-FL,2021-02-20,20271272
US-FL,2021-02-24,20271272
US-GA,2021-02-14,10214860
US-GA,2021-02-23,10214860
US-GA,2021-02-12,10214860
US-GA,2021-02-13,10214860
US-GA,2021-02-24,10214860
US-GA,2021-02-06,10214860
US-GA,2021-02-20,10214860
US-GU,2021-02-24,167772
US-GU,2021-02-23,167772
US-GU,2021-02-20,167772
US-GU,2021-02-06,167772
US-GU,2021-02-13,167772
US-GU,2021-02-12,167772
US-GU,2021-02-14,167772
US-HI,2021-02-06,1431603
US-HI,2021-02-14,1431603
US-HI,2021-02-13,1431603
US-HI,2021-02-23,1431603
US-HI,2021-02-20,1431603
US-HI,2021-02-12,1431603
US-HI,2021-02-24,1431603
US-IA,2021-02-14,3123899
US-IA,2021-02-24,3123899
US-IA,2021-02-12,3123899
US-IA,2021-02-23,3123899
US-IA,2021-02-20,3123899
US-IA,2021-02-06,3123899
US-IA,2021-02-13,3123899
US-ID,2021-02-14,1654930
US-ID,2021-02-24,1654930
US-ID,2021-02-20,1654930
US-ID,2021-02-23,1654930
US-ID,2021-02-06,1654930
US-ID,2021-02-12,1654930
US-ID,2021-02-13,1654930
US-IL,2021-02-13,12859995
US-IL,2021-02-14,12859995
US-IL,2021-02-06,12859995
US-IL,2021-02-12,12859995
US-IL,2021-02-23,12859995
US-IL,2021-02-20,12859995
US-IL,2021-02-24,12859995
US-IN,2021-02-14,6619680
US-IN,2021-02-06,6619680
US-IN,2021-02-13,6619680
US-IN,2021-02-12,6619680
US-IN,2021-02-20,6619680
US-IN,2021-02-23,6619680
US-IN,2021-02-24,6619680
US-KS,2021-02-12,2911641
US-KS,2021-02-23,2911641
US-KS,2021-02-20,2911641
US-KS,2021-02-06,2911641
US-KS,2021-02-14,2911641
US-KS,2021-02-24,2911641
US-KS,2021-02-13,2911641
US-KY,2021-02-13,4425092
US-KY,2021-02-12,4425092
US-KY,2021-02-14,4425092
US-KY,2021-02-20,4425092
US-KY,2021-02-24,4425092
US-KY,2021-02-23,4425092
US-KY,2021-02-06,4425092
US-LA,2021-02-24,4670724
US-LA,2021-02-23,4670724
US-LA,2021-02-13,4670724
US-LA,2021-02-06,4670724
US-LA,2021-02-12,4670724
US-LA,2021-02-14,4670724
US-LA,2021-02-20,4670724
US-MA,2021-02-23,6794422
US-MA,2021-02-20,6794422
US-MA,2021-02-24,6794422
US-MA,2021-02-14,6794422
US-MA,2021-02-06,6794422
US-MA,2021-02-12,6794422
US-MA,2021-02-13,6794422
US-MD,2021-02-23,6006401
US-MD,2021-02-13,6006401
US-MD,2021-02-20,6006401
US-MD,2021-02-14,6006401
US-MD,2021-02-06,6006401
US-MD,2021-02-12,6006401
US-MD,2021-02-24,6006401
US-ME,2021-02-14,1329328
US-ME,2021-02-13,1329328
US-ME,2021-02-23,1329328
US-ME,2021-02-12,1329328
US-ME,2021-02-20,1329328
US-ME,2021-02-06,1329328
US-ME,2021-02-24,1329328
US-MI,2021-02-24,9922576
US-MI,2021-02-14,9922576
US-MI,2021-02-06,9922576
US-MI,2021-02-20,9922576
US-MI,2021-02-12,9922576
US-MI,2021-02-23,9922576
US-MI,2021-02-13,9922576
US-MN,2021-02-13,5489594
US-MN,2021-02-23,5489594
US-MN,2021-02-12,5489594
US-MN,2021-02-20,5489594
US-MN,2021-02-24,5489594
US-MN,2021-02-14,5489594
US-MN,2021-02-06,5489594
US-MO,2021-02-24,6083672
US-MO,2021-02-12,6083672
US-MO,2021-02-14,6083672
US-MO,2021-02-23,6083672
US-MO,2021-02-13,6083672
US-MO,2021-02-20,6083672
US-MO,2021-02-06,6083672
US-MP,2021-02-13,55144
US-MP,2021-02-23,55144
US-MP,2021-02-12,55144
US-MP,2021-02-14,55144
US-MP,2021-02-20,55144
US-MP,2021-02-24,55144
US-MP,2021-02-06,55144
US-MS,2021-02-12,2992333
US-MS,2021-02-14,2992333
US-MS,2021-02-13,2992333
US-MS,2021-02-06,2992333
US-MS,2021-02-23,2992333
US-MS,2021-02-20,2992333
US-MS,2021-02-24,2992333
US-MT,2021-02-06,1032949
US-MT,2021-02-14,1032949
US-MT,2021-02-23,1032949
US-MT,2021-02-12,1032949
US-MT,2021-02-13,1032949
US-MT,2021-02-20,1032949
US-MT,2021-02-24,1032949
US-NC,2021-02-06,10383620
US-NC,2021-02-23,10383620
US-NC,2021-02-12,10383620
US-NC,2021-02-14,10383620
US-NC,2021-02-20,10383620
US-NC,2021-02-24,10383620
US-NC,2021-02-13,10383620
US-ND,2021-02-12,756927
US-ND,2021-02-13,756927
US-ND,2021-02-24,756927
US-ND,2021-02-20,756927
US-ND,2021-02-14,756927
US-ND,2021-02-23,756927
US-ND,2021-02-06,756927
US-NE,2021-02-24,1896190
US-NE,2021-02-14,1896190
US-NE,2021-02-20,1896190
US-NE,2021-02-12,1896190
US-NE,2021-02-13,1896190
US-NE,2021-02-06,1896190
US-NE,2021-02-23,1896190
US-NH,2021-02-12,1330608
US-NH,2021-02-20,1330608
US-NH,2021-02-13,1330608
US-NH,2021-02-23,1330608
US-NH,2021-02-06,1330608
US-NH,2021-02-24,1330608
US-NH,2021-02-14,1330608
US-NJ,2021-02-13,8944469
US-NJ,2021-02-06,8944469
US-NJ,2021-02-20,8944469
US-NJ,2021-02-14,8944469
US-NJ,2021-02-23,8944469
US-NJ,2021-02-12,8944469
US-NJ,2021-02-24,8944469
US-NM,2021-02-14,2085109
US-NM,2021-02-13,2085109
US-NM,2021-02-20,2085109
US-NM,2021-02-23,2085109
US-NM,2021-02-12,2085109
US-NM,2021-02-06,2085109
US-NM,2021-02-24,2085109
US-NV,2021-02-13,2890845
US-NV,2021-02-14,2890845
US-NV,2021-02-24,2890845
US-NV,2021-02-12,2890845
US-NV,2021-02-23,2890845
US-NV,2021-02-20,2890845
US-NV,2021-02-06,2890845
US-NY,2021-02-23,19795791
US-NY,2021-02-06,19795791
US-NY,2021-02-13,19795791
US-NY,2021-02-14,19795791
US-NY,2021-02-12,19795791
US-NY,2021-02-20,19795791
US-NY,2021-02-24,19795791
US-OH,2021-02-13,11613423
US-OH,2021-02-23,11613423
US-OH,2021-02-24,11613423
US-OH,2021-02-12,11613423
US-OH,2021-02-14,11613423
US-OH,2021-02-06,11613423
US-OH,2021-02-20,11613423
US-OK,2021-02-23,3940521
US-OK,2021-02-06,3940521
US-OK,2021-02-13,3940521
US-OK,2021-02-20,3940521
US-OK,2021-02-14,3940521
US-OK,2021-02-12,3940521
US-OK,2021-02-24,3940521
US-OR,2021-02-06,4028977
US-OR,2021-02-12,4028977
US-OR,2021-02-23,4028977
US-OR,2021-02-14,4028977
US-OR,2021-02-13,4028977
US-OR,2021-02-20,4028977
US-OR,2021-02-24,4028977
US-PA,2021-02-23,12802503
US-PA,2021-02-24,12802503
US-PA,2021-02-13,12802503
US-PA,2021-02-20,12802503
US-PA,2021-02-12,12802503
US-PA,2021-02-14,12802503
US-PA,2021-02-06,12802503
US-PR,2021-02-14,3193694
US-PR,2021-02-20,3193694
US-PR,2021-02-13,3193694
US-PR,2021-02-23,3193694
US-PR,2021-02-24,3193694
US-PR,2021-02-12,3193694
US-RI,2021-02-23,1056298
US-RI,2021-02-06,1056298
US-RI,2021-02-13,1056298
US-RI,2021-02-12,1056298
US-RI,2021-02-14,1056298
US-RI,2021-02-24,1056298
US-RI,2021-02-20,1056298
US-SC,2021-02-12,4896146
US-SC,2021-02-14,4896146
US-SC,2021-02-13,4896146
US-SC,2021-02-24,4896146
US-SC,2021-02-06,4896146
US-SC,2021-02-23,4896146
US-SC,2021-02-20,4896146
US-SD,2021-02-14,858469
US-SD,2021-02-13,858469
US-SD,2021-02-06,858469
US-SD,2021-02-23,858469
US-SD,2021-02-24,858469
US-SD,2021-02-12,858469
US-SD,2021-02-20,858469
US-TN,2021-02-24,6600299
US-TN,2021-02-12,6600299
US-TN,2021-02-20,6600299
US-TN,2021-02-13,6600299
US-TN,2021-02-23,6600299
US-TN,2021-02-14,6600299
US-TN,2021-02-06,6600299
US-TX,2021-02-14,28995881
US-TX,2021-02-20,28995881
US-TX,2021-02-13,28995881
US-TX,2021-02-24,28995881
US-TX,2021-02-06,28995881
US-TX,2021-02-12,28995881
US-TX,2021-02-23,28995881
US-UT,2021-02-13,2995919
US-UT,2021-02-12,2995919
US-UT,2021-02-23,2995919
US-UT,2021-02-06,2995919
US-UT,2021-02-14,2995919
US-UT,2021-02-24,2995919
US-UT,2021-02-20,2995919
US-VA,2021-02-24,8382993
US-VA,2021-02-12,8382993
US-VA,2021-02-23,8382993
US-VA,2021-02-20,8382993
US-VA,2021-02-06,8382993
US-VA,2021-02-13,8382993
US-VA,2021-02-14,8382993
US-VI,2021-02-06,106235
US-VI,2021-02-23,106235
US-VI,2021-02-20,106235
US-VI,2021-02-13,106235
US-VI,2021-02-14,106235
US-VI,2021-02-24,106235
US-VI,2021-02-12,106235
US-VT,2021-02-24,626042
US-VT,2021-02-06,626042
US-VT,2021-02-23,626042
US-VT,2021-02-20,626042
US-VT,2021-02-14,626042
US-VT,2021-02-13,626042
US-VT,2021-02-12,626042
US-WA,2021-02-24,7170351
US-WA,2021-02-23,7170351
US-WA,2021-02-20,7170351
US-WA,2021-02-14,7170351
US-WA,2021-02-06,7170351
US-WA,2021-02-12,7170351
US-WA,2021-02-13,7170351
US-WI,2021-02-14,5771337
US-WI,2021-02-12,5771337
US-WI,2021-02-23,5771337
US-WI,2021-02-20,5771337
US-WI,2021-02-24,5771337
US-WI,2021-02-13,5771337
US-WI,2021-02-06,5771337
US-WV,2021-02-14,1844128
US-WV,2021-02-23,1844128
US-WV,2021-02-13,1844128
US-WV,2021-02-06,1844128
US-WV,2021-02-20,1844128
US-WV,2021-02-12,1844128
US-WV,2021-02-24,1844128
US-WY,2021-02-20,586107
US-WY,2021-02-23,586107
US-WY,2021-02-14,586107
US-WY,2021-02-13,586107
US-WY,2021-02-06,586107
US-WY,2021-02-24,586107
US-WY,2021-02-12,586107
